province,region,commune_id,commune_type,area_commune_km2,elevation_m,distance_to_urban_km,ndvi,road_density_km_per_km2,land_use_type,annual_rainfall_mm,nearest_market_km,census_population,census_density,n_microcensus_points,microcensus_total_persons,microcensus_total_households,microcensus_mean_density,has_microcensus_data,missing_mechanism,n_grid_cells_100m
TP. Hồ Chí Minh,dong_nam_bo,COM_0592,phuong,5.4835,16.2,3.55,0.45,7.2963,mixed,1410.86,2.19,51702,9428.73,6,59039,16731,10391.38,1,observed,548
Huế,duyen_hai_mien_trung,COM_0593,phuong,5.654,10.26,7.99,0.3047,7.5212,residential,3337.46,4.81,7017,1241.24,39,6009,1522,967.83,1,observed,565
Đắk Lắk,tay_nguyen,COM_0594,xa,56.4683,1311.92,53.84,0.4801,0.4078,agricultural,1683.69,42.33,4451,78.84,42,5006,1220,84.47,0,MNAR_high_density,5646
TP. Hồ Chí Minh,dong_nam_bo,COM_0595,xa,26.7215,47.47,51.74,0.6961,0.9099,forest,1509.75,37.32,35352,1322.99,42,33746,6651,1292.37,1,observed,2672
Ninh Bình,dong_bang_song_hong,COM_0596,xa,33.7002,74.55,59.27,0.438,2.2635,agricultural,1701.99,12.82,13022,386.43,30,13103,3007,386.04,1,observed,3370
Thái Nguyên,mien_nui_phia_bac,COM_0597,xa,61.5196,436.64,25.98,0.5051,3.5607,forest,1699.3,15.14,5307,86.27,36,5421,1030,81.45,1,observed,6151
Nghệ An,duyen_hai_mien_trung,COM_0598,thi_tran,17.0769,193.14,12.39,0.8109,2.2453,forest,2076.15,11.33,1984,116.2,29,2239,543,136.79,1,observed,1707
Nghệ An,duyen_hai_mien_trung,COM_0599,thi_tran,17.3406,882.52,3.06,0.6893,1.8137,forest,1762.11,10.85,1687,97.3,19,1476,347,89.28,1,observed,1734
Gia Lai,tay_nguyen,COM_0600,xa,28.8865,1421.45,80.8,0.2871,0.4537,agricultural,1924.33,41.05,2649,91.71,44,2615,696,83.42,0,MNAR_high_density,2888
Hà Nội,dong_bang_song_hong,COM_0601,phuong,6.857,26.19,1.47,0.45,2.4157,agricultural,1259.47,4.23,42826,6245.6,13,46416,9700,7146.85,1,observed,685
Hưng Yên,dong_bang_song_hong,COM_0602,xa,25.873,5.52,44.35,0.134,1.8205,agricultural,1396.37,21.83,48142,1860.71,9,47072,11327,1820.26,1,observed,2587
Tuyên Quang,mien_nui_phia_bac,COM_0603,xa,21.4117,531.37,21.26,0.5055,0.4952,agricultural,2112.43,18.76,946,44.22,12,832,181,38.61,0,MNAR_high_density,2141
Lạng Sơn,mien_nui_phia_bac,COM_0604,thi_tran,13.7383,768.55,8.56,0.6842,4.7734,forest,1659.62,17.6,968,70.51,43,842,174,55.8,1,observed,1373
Quảng Trị,duyen_hai_mien_trung,COM_0605,xa,23.7512,211.81,17.77,0.2013,1.6594,agricultural,2091.73,30.61,3929,165.46,36,3675,677,168.08,1,observed,2375
An Giang,dong_bang_song_cuu_long,COM_0606,xa,49.8083,3.68,50.85,0.2754,1.939,agricultural,1973.32,38.23,13005,261.11,37,13128,3269,237.97,1,observed,4980
Bắc Ninh,dong_bang_song_hong,COM_0607,thi_tran,14.9276,3.98,28.72,0.3279,2.0984,agricultural,1749.13,11.48,18164,1216.83,45,17322,3393,1248.46,1,observed,1492
Hải Phòng,dong_bang_song_hong,COM_0608,xa,20.7231,22.89,97.17,0.8247,3.8843,forest,1730.19,4.83,10391,501.46,42,10133,2182,455.09,1,observed,2072
Hà Tĩnh,duyen_hai_mien_trung,COM_0609,xa,69.8864,194.81,93.77,0.5551,2.0823,agricultural,2200.67,41.08,8997,128.75,7,7881,1559,110.86,1,observed,6988
Hà Tĩnh,duyen_hai_mien_trung,COM_0610,xa,46.4347,32.5,42.67,0.8202,3.2295,forest,2727.42,8.49,3951,85.09,10,4285,884,95.0,1,observed,4643
Ninh Bình,dong_bang_song_hong,COM_0611,xa,42.4353,35.68,43.92,0.2456,2.9399,agricultural,1511.38,48.24,70276,1656.09,5,66849,14157,1609.6,1,observed,4243
Thái Nguyên,mien_nui_phia_bac,COM_0612,thi_tran,11.1966,259.17,25.6,0.5972,3.0333,agricultural,1957.66,6.96,2763,246.83,18,3089,762,284.63,0,MNAR_high_density,1119
Đắk Lắk,tay_nguyen,COM_0613,thi_tran,21.0204,920.18,8.85,0.3797,0.5282,agricultural,1583.42,3.0,1167,55.54,14,1209,327,63.15,1,observed,2102
Quảng Ngãi,duyen_hai_mien_trung,COM_0614,xa,49.8457,56.16,45.7,0.3746,3.9429,forest,2865.63,26.28,6010,120.58,28,5131,1135,110.67,1,observed,4984
Gia Lai,tay_nguyen,COM_0615,xa,63.5799,980.45,24.65,0.6192,2.3873,forest,2224.9,45.84,5373,84.51,9,6036,1721,97.55,0,MNAR_high_density,6357
Đà Nẵng,duyen_hai_mien_trung,COM_0616,phuong,10.0823,283.64,6.85,0.45,9.6757,residential,2299.77,2.95,14960,1483.82,18,13381,2491,1212.59,1,observed,1008
An Giang,dong_bang_song_cuu_long,COM_0617,xa,46.3415,2.52,73.86,0.2064,3.6394,agricultural,1629.34,33.29,11913,257.07,36,13149,2836,307.53,1,observed,4634
Thanh Hóa,duyen_hai_mien_trung,COM_0618,thi_tran,24.1894,72.27,13.37,0.4228,3.4176,residential,2374.75,0.82,13520,558.93,16,15059,3085,581.71,1,observed,2418
An Giang,dong_bang_song_cuu_long,COM_0619,xa,61.1857,10.75,13.22,0.7291,0.6666,forest,1797.65,18.51,22963,375.31,22,26385,4914,425.59,0,MCAR,6118
Hà Nội,dong_bang_song_hong,COM_0620,thi_tran,15.6497,1.56,5.1,0.5961,1.5874,residential,1554.12,17.06,57477,3672.74,26,51661,10238,3535.79,1,observed,1564
Đồng Tháp,dong_bang_song_cuu_long,COM_0621,xa,21.6268,6.68,45.29,0.2913,2.1052,agricultural,2195.03,8.3,9568,442.43,6,9885,1976,498.76,1,observed,2162
Ninh Bình,dong_bang_song_hong,COM_0622,xa,54.9199,40.08,49.85,0.7543,2.9953,forest,1738.96,40.23,24253,441.62,8,22690,4557,391.56,1,observed,5491
TP. Hồ Chí Minh,dong_nam_bo,COM_0623,xa,51.8869,36.81,97.73,0.1093,1.3421,agricultural,1630.83,41.05,49017,944.7,38,47645,12577,938.61,1,observed,5188
Ninh Bình,dong_bang_song_hong,COM_0624,phuong,13.9972,45.42,7.19,0.2193,6.2671,mixed,1819.37,0.86,12872,919.64,11,13678,2487,880.94,1,observed,1399
Hà Nội,dong_bang_song_hong,COM_0625,phuong,2.7201,8.73,1.01,0.45,7.4457,residential,1390.79,2.57,17950,6599.09,27,16532,4134,6164.3,1,observed,272
Thanh Hóa,duyen_hai_mien_trung,COM_0626,xa,55.7324,81.29,30.64,0.6324,1.6243,agricultural,2297.93,49.24,23999,430.62,43,27372,5633,515.93,1,observed,5573
Hà Nội,dong_bang_song_hong,COM_0627,xa,57.3075,13.66,9.8,0.5757,1.2143,forest,1701.75,1.89,116431,2031.69,43,120300,26111,2055.61,1,observed,5730
An Giang,dong_bang_song_cuu_long,COM_0628,xa,26.9054,8.87,66.59,0.495,2.1369,mixed,2146.54,6.49,8241,306.33,33,9023,2111,361.26,1,observed,2690
Vĩnh Long,dong_bang_song_cuu_long,COM_0629,xa,30.3568,9.44,57.33,0.3926,0.8373,mixed,2231.51,11.68,8024,264.35,34,7373,1974,236.94,1,observed,3035
Thanh Hóa,duyen_hai_mien_trung,COM_0630,xa,23.8515,444.5,13.57,0.5544,1.5909,residential,2148.12,36.83,8354,350.29,38,7445,1961,318.32,1,observed,2385
Cần Thơ,dong_bang_song_cuu_long,COM_0631,thi_tran,26.0491,6.75,10.96,0.1074,3.2972,agricultural,2059.68,16.58,42685,1638.65,47,39820,7533,1593.31,1,observed,2604
Thanh Hóa,duyen_hai_mien_trung,COM_0632,xa,29.7708,759.49,67.28,0.2847,0.8748,mixed,2107.86,44.79,5130,172.32,31,4934,1363,180.91,1,observed,2977
Lạng Sơn,mien_nui_phia_bac,COM_0633,xa,44.6768,602.17,22.0,0.4312,3.1579,mixed,1556.17,15.67,5819,130.25,28,6389,1751,129.01,0,MNAR_high_density,4467
Quảng Ngãi,duyen_hai_mien_trung,COM_0634,xa,48.0659,686.97,48.98,0.4315,0.4597,agricultural,2476.46,9.85,13499,280.85,38,12563,2628,271.33,1,observed,4806
Đồng Nai,dong_nam_bo,COM_0635,xa,70.8965,169.3,54.13,0.5514,3.4414,mixed,2361.59,41.11,38040,536.56,28,43473,9472,573.51,1,observed,7089
Quảng Ninh,dong_bang_song_hong,COM_0636,xa,57.4617,142.77,63.99,0.431,1.9072,agricultural,2107.9,34.59,10540,183.43,29,11117,2323,199.37,1,observed,5746
Hà Nội,dong_bang_song_hong,COM_0637,xa,57.8007,42.56,19.75,0.6877,0.8125,forest,1362.46,35.79,108509,1877.31,8,93611,17768,1687.43,1,observed,5780
Cần Thơ,dong_bang_song_cuu_long,COM_0638,xa,69.0125,1.65,33.6,0.1405,1.4311,mixed,1997.59,43.13,40225,582.87,5,38686,8055,559.48,1,observed,6901
Sơn La,mien_nui_phia_bac,COM_0639,xa,21.173,657.17,7.06,0.8577,3.9999,forest,2009.78,6.3,1235,58.37,28,1235,256,52.78,1,observed,2117
Cần Thơ,dong_bang_song_cuu_long,COM_0640,xa,56.5947,1.41,52.2,0.5668,2.561,residential,1857.36,13.68,24382,430.82,37,26179,6292,426.65,1,observed,5659
Phú Thọ,mien_nui_phia_bac,COM_0641,thi_tran,25.2925,112.39,15.6,0.3493,2.5351,agricultural,1944.76,10.05,12864,508.61,9,12558,2596,530.09,1,observed,2529
Quảng Ninh,dong_bang_song_hong,COM_0642,xa,28.0098,57.69,18.62,0.7482,2.8343,forest,2171.24,19.34,5653,201.84,35,5732,1115,205.11,1,observed,2800
Hà Nội,dong_bang_song_hong,COM_0643,phuong,9.221,40.1,9.28,0.45,2.2958,residential,1229.22,0.64,46712,5065.83,50,51833,10410,5959.44,0,MAR,922
An Giang,dong_bang_song_cuu_long,COM_0644,thi_tran,25.2651,11.73,21.0,0.227,2.8143,mixed,1632.55,12.94,16394,648.9,14,18397,4438,662.88,0,MAR,2526
Phú Thọ,mien_nui_phia_bac,COM_0645,xa,29.6652,164.23,5.23,0.5197,0.819,forest,1977.33,11.23,16476,555.4,29,18684,4089,586.68,1,observed,2966
Thanh Hóa,duyen_hai_mien_trung,COM_0646,xa,25.0101,669.69,21.18,0.4285,3.369,agricultural,2431.15,11.26,8964,358.43,21,9480,2211,398.1,1,observed,2501
An Giang,dong_bang_song_cuu_long,COM_0647,xa,30.6755,10.14,71.98,0.3651,0.9888,residential,1667.51,31.65,9871,321.8,45,8466,1624,268.68,1,observed,3067
TP. Hồ Chí Minh,dong_nam_bo,COM_0648,xa,75.5977,49.1,78.54,0.8324,0.5892,forest,1923.57,10.72,87173,1153.12,47,96835,20966,1390.15,1,observed,7559
Quảng Ngãi,duyen_hai_mien_trung,COM_0649,thi_tran,21.7736,721.57,26.55,0.3589,3.5537,mixed,2920.25,12.76,2163,99.36,10,1993,487,89.56,1,observed,2177
TP. Hồ Chí Minh,dong_nam_bo,COM_0650,thi_tran,30.9479,18.58,21.82,0.2711,3.4025,agricultural,1535.8,12.48,199063,6432.22,20,206326,41588,7058.81,1,observed,3094
Bắc Ninh,dong_bang_song_hong,COM_0651,phuong,14.2526,9.58,2.93,0.45,7.7495,residential,1330.94,0.22,13623,955.84,42,13811,2917,928.68,0,MAR,1425
TP. Hồ Chí Minh,dong_nam_bo,COM_0652,xa,40.9839,12.58,66.37,0.4785,3.1722,agricultural,1412.33,24.65,59113,1442.36,5,58403,15012,1436.2,1,observed,4098
TP. Hồ Chí Minh,dong_nam_bo,COM_0653,phuong,7.731,44.69,4.53,0.45,8.9848,residential,2115.67,2.05,98320,12717.74,11,85496,19747,10693.81,1,observed,773
Thanh Hóa,duyen_hai_mien_trung,COM_0654,xa,60.7726,274.47,9.68,0.3419,3.6271,agricultural,2364.67,25.92,24302,399.89,31,21442,4810,335.91,1,observed,6077
An Giang,dong_bang_song_cuu_long,COM_0655,phuong,2.1966,1.9,0.69,0.2059,6.4734,residential,2188.45,4.06,849,386.71,5,813,181,382.69,1,observed,219
TP. Hồ Chí Minh,dong_nam_bo,COM_0656,xa,20.258,22.48,75.19,0.2882,2.848,residential,2126.41,47.55,52687,2600.81,38,53330,11292,2475.91,0,MCAR,2025
Nghệ An,duyen_hai_mien_trung,COM_0657,xa,24.512,680.75,52.44,0.2639,3.5169,agricultural,1627.65,14.37,3034,123.81,6,2787,549,115.36,1,observed,2451
An Giang,dong_bang_song_cuu_long,COM_0658,phuong,10.5855,4.31,8.32,0.45,9.0393,mixed,2067.57,3.51,4839,457.2,20,5127,1274,488.39,0,MAR,1058
Ninh Bình,dong_bang_song_hong,COM_0659,xa,72.1811,55.87,69.04,0.5201,2.6285,mixed,1570.37,16.47,26739,370.45,9,29475,5376,380.73,1,observed,7218
Đồng Tháp,dong_bang_song_cuu_long,COM_0660,xa,26.0515,3.44,18.03,0.7381,2.1552,forest,1801.98,27.6,6642,254.96,41,6341,1300,251.51,1,observed,2605
Hưng Yên,dong_bang_song_hong,COM_0661,xa,47.0654,8.05,77.93,0.8145,2.6276,forest,1262.21,15.47,22344,474.76,48,25364,5868,556.95,1,observed,4706
Lâm Đồng,tay_nguyen,COM_0662,xa,73.4347,767.44,32.3,0.7926,3.7607,forest,2225.93,10.44,5025,68.43,45,4684,1135,65.77,1,observed,7343
Cà Mau,dong_bang_song_cuu_long,COM_0663,xa,47.265,7.95,18.4,0.1319,2.8068,mixed,2256.88,43.35,11100,234.85,29,10363,2120,209.95,1,observed,4726
Đắk Lắk,tay_nguyen,COM_0664,xa,28.9801,1075.13,80.23,0.7144,0.7384,forest,2012.28,29.6,1767,60.98,29,1534,357,56.41,1,observed,2898
Hải Phòng,dong_bang_song_hong,COM_0665,xa,64.9504,10.01,36.41,0.2018,0.7954,mixed,1667.77,12.17,107819,1660.03,17,101879,26434,1617.47,1,observed,6495
Quảng Ninh,dong_bang_song_hong,COM_0666,xa,63.9391,211.63,27.45,0.3266,1.7249,agricultural,2056.72,20.16,40941,640.32,11,43474,11868,675.84,0,MNAR_high_density,6393
Đà Nẵng,duyen_hai_mien_trung,COM_0667,xa,64.4055,337.09,68.99,0.5886,2.0978,residential,2842.8,48.25,38864,603.44,5,41479,8663,610.19,0,MNAR_high_density,6440
Hải Phòng,dong_bang_song_hong,COM_0668,xa,64.6397,15.95,50.23,0.4596,2.5797,agricultural,1932.84,40.78,39066,604.37,40,44601,8406,748.22,1,observed,6463
Điện Biên,mien_nui_phia_bac,COM_0669,xa,67.2245,1453.99,62.14,0.7522,0.1117,forest,2221.8,36.06,3015,44.86,32,2741,602,37.8,1,observed,6722
Điện Biên,mien_nui_phia_bac,COM_0670,thi_tran,13.4646,1956.9,27.83,0.3601,1.6648,agricultural,2220.95,7.46,426,31.69,6,403,105,30.88,1,observed,1346
Đắk Lắk,tay_nguyen,COM_0671,thi_tran,33.2482,798.76,13.11,0.7399,1.3097,forest,1955.23,6.61,2533,76.2,26,2851,548,82.7,0,MAR,3324
Nghệ An,duyen_hai_mien_trung,COM_0672,xa,20.0764,23.28,70.58,0.4301,3.3659,residential,1411.06,20.02,2192,109.19,9,2397,658,121.12,1,observed,2007
Khánh Hòa,tay_nguyen,COM_0673,xa,67.6015,695.37,78.47,0.1847,0.3069,mixed,1310.56,20.17,11534,170.62,13,11052,2277,149.59,1,observed,6760
Huế,duyen_hai_mien_trung,COM_0674,phuong,11.4069,308.38,6.22,0.45,2.3975,residential,3227.29,0.62,15292,1340.62,34,16861,4684,1456.82,1,observed,1140
Hải Phòng,dong_bang_song_hong,COM_0675,thi_tran,28.4316,11.21,20.24,0.1869,0.562,agricultural,1673.93,8.18,60031,2111.42,18,61715,17415,2177.22,1,observed,2843
Hà Nội,dong_bang_song_hong,COM_0676,phuong,2.5873,24.07,9.61,0.45,5.9641,residential,1351.46,1.54,17702,6842.22,17,20275,3710,8546.33,0,MAR,258
Hưng Yên,dong_bang_song_hong,COM_0677,thi_tran,26.7275,15.02,25.15,0.5362,3.2896,residential,1629.48,2.88,49449,1850.12,32,43170,11099,1454.93,1,observed,2672
Lai Châu,mien_nui_phia_bac,COM_0678,xa,51.6259,1921.99,35.13,0.4821,1.2275,forest,2970.14,49.38,1481,28.7,12,1555,312,31.62,1,observed,5162
Cần Thơ,dong_bang_song_cuu_long,COM_0679,xa,69.4174,4.33,46.43,0.8875,3.5831,forest,1945.37,45.6,23077,332.45,35,22561,4126,298.81,1,observed,6941
Quảng Ninh,dong_bang_song_hong,COM_0680,phuong,6.9522,151.79,4.61,0.1869,3.2282,mixed,2139.07,0.34,1530,220.13,12,1624,319,220.9,1,observed,695
Quảng Trị,duyen_hai_mien_trung,COM_0681,xa,41.6772,98.13,57.4,0.4915,3.4076,forest,2876.14,37.0,4138,99.3,30,4571,905,111.38,1,observed,4167
TP. Hồ Chí Minh,dong_nam_bo,COM_0682,xa,21.1927,7.08,8.06,0.4223,3.1988,agricultural,2071.2,3.33,146470,6911.35,40,161973,40016,7644.17,1,observed,2119
Đắk Lắk,tay_nguyen,COM_0683,xa,63.3736,1493.08,46.61,0.442,0.4298,agricultural,1840.28,36.71,8185,129.17,18,7819,1602,123.19,1,observed,6337
Hà Nội,dong_bang_song_hong,COM_0684,thi_tran,38.7568,24.12,23.92,0.1662,2.69,agricultural,1762.7,11.65,169683,4378.15,30,166573,47011,4578.38,1,observed,3875
Lâm Đồng,tay_nguyen,COM_0685,xa,74.7817,1169.89,53.27,0.7895,0.6842,forest,2631.26,22.87,6526,87.27,16,6744,1308,83.61,1,observed,7478
Hà Nội,dong_bang_song_hong,COM_0686,xa,59.2461,48.49,98.53,0.3306,2.9483,forest,1407.9,7.07,44453,750.32,45,43985,8062,729.28,1,observed,5924
Sơn La,mien_nui_phia_bac,COM_0687,xa,68.9745,1857.36,79.74,0.5662,0.8168,agricultural,1630.26,40.78,4850,70.33,32,4740,891,63.5,0,MNAR_high_density,6897
Quảng Trị,duyen_hai_mien_trung,COM_0688,thi_tran,31.2568,482.75,28.79,0.5644,2.7862,agricultural,2701.29,18.46,14311,457.87,43,15876,4371,497.52,1,observed,3125
Cao Bằng,mien_nui_phia_bac,COM_0689,xa,76.399,1052.94,54.43,0.7384,0.3953,forest,1891.84,1.15,5288,69.22,37,5849,1362,81.52,0,MCAR,7639
Thái Nguyên,mien_nui_phia_bac,COM_0690,xa,70.2326,132.8,21.57,0.1388,0.8089,residential,1702.53,26.89,36584,520.91,38,31692,6056,408.16,1,observed,7023
Gia Lai,tay_nguyen,COM_0691,xa,32.9372,1421.14,92.47,0.8589,0.4465,forest,2173.56,33.49,1796,54.54,29,2040,392,59.38,0,MCAR,3293
Nghệ An,duyen_hai_mien_trung,COM_0692,thi_tran,11.0547,44.95,7.36,0.5866,0.5794,agricultural,1446.53,8.37,1559,141.06,34,1667,422,161.91,1,observed,1105
Hà Tĩnh,duyen_hai_mien_trung,COM_0693,xa,72.3969,288.29,98.64,0.7999,2.0664,forest,1869.29,12.0,7956,109.9,27,8206,1561,121.22,1,observed,7239
Gia Lai,tay_nguyen,COM_0694,xa,40.3743,1220.76,94.31,0.3803,0.3013,agricultural,1881.47,49.51,3052,75.6,48,2822,598,68.52,0,MNAR_high_density,4037
Tây Ninh,dong_nam_bo,COM_0695,xa,25.5111,108.76,53.63,0.8203,0.7942,forest,1876.55,10.61,3702,145.15,14,3369,658,125.37,1,observed,2551
Lạng Sơn,mien_nui_phia_bac,COM_0696,xa,44.8853,527.17,97.09,0.2399,0.6477,residential,1595.12,49.6,2959,65.93,5,2551,567,58.59,1,observed,4488
Hà Tĩnh,duyen_hai_mien_trung,COM_0697,thi_tran,31.1502,150.52,26.14,0.4071,1.3983,agricultural,2055.2,5.1,7878,252.91,17,6854,1534,217.12,0,MCAR,3115
Thái Nguyên,mien_nui_phia_bac,COM_0698,xa,36.5748,452.22,32.96,0.3749,1.8384,agricultural,1990.59,11.94,6934,189.61,12,7386,1918,205.23,1,observed,3657
Điện Biên,mien_nui_phia_bac,COM_0699,xa,48.7907,1318.05,84.51,0.7152,1.0175,forest,1837.14,24.47,3178,65.15,42,3246,895,63.48,0,MNAR_high_density,4879
Hưng Yên,dong_bang_song_hong,COM_0700,xa,77.0001,5.7,70.81,0.12,1.0864,agricultural,1215.5,31.27,60979,791.94,36,59077,16490,705.85,1,observed,7700
Khánh Hòa,tay_nguyen,COM_0701,thi_tran,28.1744,477.56,23.99,0.1597,1.4131,mixed,1657.79,9.42,16811,596.7,45,14837,2719,491.31,1,observed,2817
Quảng Trị,duyen_hai_mien_trung,COM_0702,xa,40.2702,163.27,19.35,0.2116,2.8603,agricultural,2117.98,49.94,5415,134.47,40,5513,1427,146.4,1,observed,4027
Tây Ninh,dong_nam_bo,COM_0703,phuong,11.2477,27.93,2.38,0.2358,4.4464,agricultural,2140.64,1.38,3492,310.5,39,3083,867,252.34,1,observed,1124
Nghệ An,duyen_hai_mien_trung,COM_0704,xa,55.148,454.52,78.33,0.5445,1.1537,forest,1814.2,9.7,5701,103.38,23,6061,1490,110.84,1,observed,5514
Đồng Nai,dong_nam_bo,COM_0705,xa,58.7522,171.92,34.81,0.7001,3.0204,forest,1967.44,31.44,21880,372.42,46,23675,6761,403.05,1,observed,5875
Thanh Hóa,duyen_hai_mien_trung,COM_0706,xa,53.2194,785.12,16.36,0.7056,1.3706,forest,1617.05,21.67,9327,175.26,16,9540,1928,191.32,1,observed,5321
Hưng Yên,dong_bang_song_hong,COM_0707,xa,22.0327,13.66,95.3,0.7633,1.1449,forest,1226.66,47.08,12986,589.43,47,12840,2958,538.42,0,MAR,2203
Hưng Yên,dong_bang_song_hong,COM_0708,xa,26.345,6.77,82.49,0.4067,3.1014,forest,1255.41,30.82,17251,654.84,49,19236,4233,737.79,1,observed,2634
Quảng Ngãi,duyen_hai_mien_trung,COM_0709,xa,47.7041,495.61,25.43,0.4427,3.757,agricultural,3105.9,49.72,4923,103.21,41,5646,1066,128.41,0,MAR,4770
Vĩnh Long,dong_bang_song_cuu_long,COM_0710,thi_tran,17.8652,1.54,22.26,0.5631,0.7902,agricultural,1925.1,19.37,4932,276.07,45,5047,932,273.54,1,observed,1786
Gia Lai,tay_nguyen,COM_0711,thi_tran,14.2847,531.25,14.97,0.6957,1.834,forest,1716.67,12.99,1007,70.54,9,943,208,70.07,1,observed,1428
Quảng Trị,duyen_hai_mien_trung,COM_0712,thi_tran,16.8232,242.24,18.41,0.5487,1.2912,agricultural,2222.33,7.3,1557,92.61,49,1487,356,88.6,1,observed,1682
Lào Cai,mien_nui_phia_bac,COM_0713,thi_tran,30.0229,1410.44,20.26,0.3776,2.5508,agricultural,1854.7,8.89,3536,117.79,24,3333,944,103.37,1,observed,3002
Thanh Hóa,duyen_hai_mien_trung,COM_0714,xa,24.2002,136.52,64.17,0.3445,0.8982,agricultural,1714.82,31.52,4686,193.65,13,4335,807,176.05,1,observed,2420
Tuyên Quang,mien_nui_phia_bac,COM_0715,xa,23.8609,655.3,21.73,0.6297,3.5221,agricultural,1733.02,33.85,1227,51.45,30,1080,280,49.18,0,MNAR_high_density,2386
Bắc Ninh,dong_bang_song_hong,COM_0716,thi_tran,15.6568,2.3,18.92,0.8893,3.5239,forest,1655.38,19.7,6261,399.91,38,5330,1180,370.18,1,observed,1565
Hưng Yên,dong_bang_song_hong,COM_0717,xa,40.9316,14.34,49.32,0.389,3.4179,agricultural,1306.92,45.1,49277,1203.91,23,43717,10992,1120.84,1,observed,4093
TP. Hồ Chí Minh,dong_nam_bo,COM_0718,xa,59.1269,36.06,18.78,0.8381,1.179,forest,2069.24,44.78,157817,2669.14,34,154797,32773,2399.11,1,observed,5912
Hà Tĩnh,duyen_hai_mien_trung,COM_0719,xa,45.5515,366.5,5.37,0.6011,1.1673,agricultural,2097.72,49.82,6358,139.58,48,5984,1404,144.22,1,observed,4555
Hưng Yên,dong_bang_song_hong,COM_0720,xa,55.1706,6.45,71.24,0.8656,2.3707,forest,1532.17,22.42,24249,439.54,38,22084,4823,398.79,1,observed,5517
Cần Thơ,dong_bang_song_cuu_long,COM_0721,xa,69.6629,1.94,66.12,0.4609,0.4632,residential,1968.91,38.57,27020,387.87,43,28770,5656,445.49,1,observed,6966
Bắc Ninh,dong_bang_song_hong,COM_0722,phuong,2.5034,9.87,5.21,0.3851,6.4848,residential,1638.97,3.37,1972,787.81,41,2029,491,782.99,1,observed,250
Hà Tĩnh,duyen_hai_mien_trung,COM_0723,thi_tran,35.4353,50.28,3.32,0.3199,2.641,mixed,2590.08,4.35,7016,198.0,24,6330,1474,183.13,1,observed,3543
Lạng Sơn,mien_nui_phia_bac,COM_0724,xa,75.4475,744.89,44.44,0.8916,0.3076,forest,1759.27,25.58,4296,56.95,33,4216,1042,57.65,1,observed,7544
Thái Nguyên,mien_nui_phia_bac,COM_0725,xa,33.089,564.05,77.85,0.2333,0.2232,agricultural,1864.41,32.89,3710,112.13,21,3745,958,118.3,0,MNAR_high_density,3308
Lai Châu,mien_nui_phia_bac,COM_0726,xa,77.2101,2491.64,40.24,0.6674,0.6176,forest,2167.41,17.51,2068,26.79,15,1892,356,22.47,0,MNAR_high_density,7721
Hưng Yên,dong_bang_song_hong,COM_0727,xa,50.2727,17.19,47.58,0.3236,3.4291,agricultural,1465.36,48.85,47571,946.26,23,43292,8907,806.26,1,observed,5027
Bắc Ninh,dong_bang_song_hong,COM_0728,xa,29.5696,20.2,30.71,0.3183,0.6906,agricultural,1465.63,23.25,15495,524.05,48,13769,2822,506.99,1,observed,2956
Bắc Ninh,dong_bang_song_hong,COM_0729,xa,20.4251,17.89,30.08,0.2503,0.2097,agricultural,1739.48,17.5,23865,1168.44,48,25238,5464,1112.32,0,MNAR_high_density,2042
Sơn La,mien_nui_phia_bac,COM_0730,xa,46.6274,1252.05,74.88,0.8716,1.2739,forest,1897.21,29.6,2982,63.96,35,3175,701,73.14,1,observed,4662
Cao Bằng,mien_nui_phia_bac,COM_0731,xa,24.8463,1168.41,57.47,0.7687,0.4269,forest,1711.48,6.76,1460,58.77,36,1594,429,65.62,1,observed,2484
Điện Biên,mien_nui_phia_bac,COM_0732,xa,40.2488,635.74,96.0,0.5675,2.7325,agricultural,2325.88,44.92,1731,43.01,16,1809,420,40.51,1,observed,4024
Vĩnh Long,dong_bang_song_cuu_long,COM_0733,xa,41.9395,2.27,12.94,0.1814,3.8397,forest,1946.98,26.93,10820,258.0,32,9935,2182,223.15,0,MNAR_high_density,4193
Đắk Lắk,tay_nguyen,COM_0734,xa,67.9451,779.75,53.88,0.1931,3.7262,residential,1645.86,15.63,10873,160.04,47,11688,2713,155.72,1,observed,6794
Tây Ninh,dong_nam_bo,COM_0735,xa,55.9568,97.66,69.68,0.5602,3.4739,agricultural,1839.06,48.16,9249,165.29,25,9429,1833,175.96,1,observed,5595
TP. Hồ Chí Minh,dong_nam_bo,COM_0736,phuong,2.4426,3.2,1.67,0.4434,8.6341,residential,1742.03,3.04,21392,8758.09,13,20377,4764,7526.66,1,observed,244
Tây Ninh,dong_nam_bo,COM_0737,xa,50.0676,81.3,34.93,0.3507,2.9932,residential,2340.05,33.1,32766,654.45,25,28234,5302,583.7,1,observed,5006
Hưng Yên,dong_bang_song_hong,COM_0738,thi_tran,26.9159,14.42,3.65,0.5783,4.1716,agricultural,1456.12,5.54,36428,1353.43,29,40741,10522,1460.14,1,observed,2691
Hà Tĩnh,duyen_hai_mien_trung,COM_0739,xa,53.4689,551.58,90.12,0.388,1.0685,forest,2524.98,25.76,7749,144.94,5,8722,1809,177.13,1,observed,5346
